address,description,id,neighborhood,price,title,toWork,url
No Address,"Utica Avenue Crown Heights Subway Station.   When u text me.. make sure to mention you are contacting me about my ROOM OFFER  Text because im not speaking with anyone unless they are stopping by immediately   I'm 25 year old cool down to  earth  guy who is  drama free. Mind my business.  I don't  mind  ur business. I love music  movies.  I love  creating  my own music  n video s as well...soon plays as well  Please  no older  than me due to the fact  I'd better relate with my peers..also I play my music  and video  games  pretty  loud when I'm relaxing n maxing...lol...  Internet Ready!2 Bthrms!Privat & huge closet..call me to schedule appt (e flatbush)   For female only. ..sorry guys  I have 2 Super Private, Clean, Furnished & All Utils are included  Im am not a broker I do not have any other rooms. Besides the rooms in my home   I love hih hop, .just looking for a cool a$$ roommate to share my easy going relaxed home.  OPEN HOUSE TODAY ...until this weekend. .. FOR PERSONS WHO MAY BE LOOKING TO MOVE RIGHT AWAY.   Im available today after 630  i have 2 big rooms for rent. they are both furnished. all utilities are included.  ..SORRY QUIET SEEKEKRS....  I play my music loud at any given time  Im not living with my parents so please people who need quiet all the time. ..my place is not a good fit for YOU. Please don't call  For the cool  Twenty friendly persons...hit me up...if ur a person that likes to be a loner dis not 4u either  Rent includes all utilities cable and wireless Internet. Close to all.    Female only  Please  no older  than me due to the fact  I'd better relate with my peers..also I play my music  and video  games  pretty  loud when I'm relaxing n maxing...lol...  Please  please  no noise sensitive  people  nor people  who  are  not  xo = friendly. No regular. Smh lol....   Females only 18-25 years old.    This offer is for females only. Both bedrooms are very large furnished with a bed , dresser , t.v. and radio. Un-employed is not a problem  show contact info ...I'm ready when you are. Furnished room for awesome female   1 week deposit to move in....but no deposit is possible if ur cool like that. Please no older than 25 26   125 / 150 & 175 weekly. .I have only considering person s looking to move immediately.  Im a male..I do not want a male as a roommate .   Please don't call me.   For female only. .  Company is fine   Smoking in your room is fine  Come or stay home as u need.   No couples tho..dat includes girl couples. .lol..just to be clear. A couple is a dubb im located in east flatbush Brooklyn on 2 3 4 5 A Train lines   Text because im not speaking with anyone unless they are stopping by after 530   Hi...ill be free tonight til 10tonight..if ur still considering rooms. Just let me know what time between 7 and 10tonight. ..also im free tomorrow..but it'll probably be the same time about. .thank   Im located in east flatbush 10 minutes from Utica Avenue Crown Heights   ALL Utilities included. .no extra cost .   Simply pay me 125$ or 150 per week. .or 250 & 300 bi weekly. .I can be flexible and work with you  im free today after 6. ..if time permits you. Feel free to call me or text me after6..thanks show contact info ..Text because im not speaking with anyone unless they are stopping by after 530..ill be free tonight til 10tonight..  ) AS LONG AS YOU PAY YOUR RENT RESPONSIBLY & ON TIME WHILE YOUR HERE  im free today after 6. .. show contact info   For female who can provide proof u are financially stable enough to pay the weekly rent with no hardships. .  No couples. ..company is fine no kids no 2 females in one room..single occupation only no animals no pets Female only. ....im a guy and I do not feel comfortable with men as roommates..  no alternative type of people. ..regular normal cool smo tolerant or friendly female who is social..id like to have a cool good vibe with my roommate s ...however we will all give each other privacy and space m  I have 2 very comfortable , spacious & furnished rooms.  Perfect for persons with no furniture. both rooms are furnished but if you have your own furniture I can remove my furniture out  125 / 150 but flexible  Both are pretty big with full size bed tv lamp night table mini fridge .nice clean all da basics....minus sheets   Text because im not speaking with anyone unless they are stopping by after 5 when im free   Im located in east flatbush 10 minutes from Utica Avenue Crown Heights train lines  ) AS LONG AS YOU PAY YOUR RENT RESPONSIBLY & ON TIME WHILE YOUR HERE  Hi just letting you know im free today after 6. ..if time permits you. Feel free to call me or text me after6..thanks show contact info . rooms. I ask 1week deposit plus first week. ..I can be negotiable tho. .but only considering person s looking to move immediately ... I'm going to be free anytime after 5 ....da latest 530..ill be home for the night until probably 830 or 9...fyi...im located in east flatbush Brooklyn.I'm on kings highway between avenue d and clarendon road ea  williamsburg, canarsie, mill basin, parkslope, flatbush e flatbush, brooklyn heights, bushwick, bedstuy, east new york, e new york,  b6 b7 b8 b11 b46 b47 b35, b12, b25, b17 buses.  2 train, 3 train, 4 train, 5 train, 6 train, 7 train, A Train, B Train, C Train, DTrain, L Train, Q Train, R Train, N Train, J Train = trains Call me anytime .",5265133833,25mins to Union Square via 4 Train,500,OPEN HOUSE ....IM FREE TODAY AT 530PM UNTIL TONIGHT,,https://newyork.craigslist.org/brk/roo/5265133833.html
No Address,"1 week deposit to move in....but no deposit is possible if ur cool like that. Please no older than 25 26   125 / 150 & 175 weekly. .I have only considering person s looking to move immediately.  Im a male..I do not want a male as a roommate .   Please don't call me.   For female only. .  Company is fine   Smoking in your room is fine  Come or stay home as u need.   No couples tho..dat includes girl couples. .lol..just to be clear. A couple is a dubb im located in east flatbush Brooklyn on 2 3 4 5 A Train lines   Text because im not speaking with anyone unless they are stopping by after 530   Hi...ill be free tonight til 10tonight..if ur still considering rooms. Just let me know what time between 7 and 10tonight. ..also im free tomorrow..but it'll probably be the same time about. .thank   Im located in east flatbush 10 minutes from Utica Avenue Crown Heights   ALL Utilities included. .no extra cost .   Simply pay me 125$ or 150 per week. .or 250 & 300 bi weekly. .I can be flexible and work with you  im free today after 6. ..if time permits you. Feel free to call me or text me after6..thanks show contact info ..Text because im not speaking with anyone unless they are stopping by after 530..ill be free tonight til 10tonight..  ) AS LONG AS YOU PAY YOUR RENT RESPONSIBLY & ON TIME WHILE YOUR HERE  im free today after 6. .. show contact info   For female who can provide proof u are financially stable enough to pay the weekly rent with no hardships. .  No couples. ..company is fine no kids no 2 females in one room..single occupation only no animals no pets Female only. ....im a guy and I do not feel comfortable with men as roommates..  no alternative type of people. ..regular normal cool smo tolerant or friendly female who is social..id like to have a cool good vibe with my roommate s ...however we will all give each other privacy and space m  I have 2 very comfortable , spacious & furnished rooms.  Perfect for persons with no furniture. both rooms are furnished but if you have your own furniture I can remove my furniture out  125 / 150 but flexible  Both are pretty big with full size bed tv lamp night table mini fridge .nice clean all da basics....minus sheets   Text because im not speaking with anyone unless they are stopping by after 5 when im free   Im located in east flatbush 10 minutes from Utica Avenue Crown Heights train lines  ) AS LONG AS YOU PAY YOUR RENT RESPONSIBLY & ON TIME WHILE YOUR HERE  Hi just letting you know im free today after 6. ..if time permits you. Feel free to call me or text me after6..thanks show contact info . rooms. I ask 1week deposit plus first week. ..I can be negotiable tho. .but only considering person s looking to move immediately ... I'm going to be free anytime after 5 ....da latest 530..ill be home for the night until probably 830 or 9...fyi...im located in east flatbush Brooklyn.I'm on kings highway between avenue d and clarendon road ea",5263743479,No Address,120,1 week deposit to move in....but no deposit is possible if ur cool lik,,https://newyork.craigslist.org/brk/roo/5263743479.html
No Address,Hi...ill be free tonight til 10tonight..if ur still considering rooms. Just let me know what time between 7 and 10tonight. ..also im free tomorrow..but it'll probably be the same time about. .thank   Im located in east flatbush 10 minutes from Utica Avenue Crown Heights  LARGE RM WITH HUGE WINDOWS 4 RENT ALL UTLITY INCL.  ) AS LONG AS YOU PAY YOUR RENT RESPONSIBLY & ON TIME WHILE YOUR HERE  Hi just letting you know im free today after 6. ..if time permits you. Feel free to call me or text me after6..thanks show contact info,5263743167,25mins to Union Square via 4 Train,500,special today if u simple person no baggage no dramap,,https://newyork.craigslist.org/brk/roo/5263743167.html
No Address,Hi...ill be free tonight til 10tonight..if ur still considering rooms. Just let me know what time between 7 and 10tonight. ..also im free tomorrow..but it'll probably be the same time about. .thank   Im located in east flatbush 10 minutes from Utica Avenue Crown Heights  LARGE RM WITH HUGE WINDOWS 4 RENT ALL UTLITY INCL.  ) AS LONG AS YOU PAY YOUR RENT RESPONSIBLY & ON TIME WHILE YOUR HERE  Hi just letting you know im free today after 6. ..if time permits you. Feel free to call me or text me after6..thanks show contact info,5263659726,25mins to Union Square via 4 Train,500,special today if u simple person no baggage no dramap,,https://newyork.craigslist.org/brk/roo/5263659726.html
No Address,"Female only  YES. IM OFFERING A FREE  ROOM     in exchange for you helping out around the house   I need help  with answering  questions from  buyers  calling  me. I need  help  with  people  emailing  me. I Need help with  making  phone  calls.  I need  help  with  setting  up  appointments. I need  someone to help me  to stay updated  on  my  own personal  appointments  as well.   Please  please  no noise sensitive  people  nor people  who  are  not  xo = friendly. No regular. Smh lol....    This offer is for females only. The bedroom is very large furnished with a bed , dresser , t.v. and radio. Un-employed is not a problem  . Just have plenty of free time and not a heavy drug user.   Furnshied room available for female only in exchange in houskeeing and light office work...job from 9am to 2pm four days a week plus small salary we can work out",5265131495,25mins to Union Square via 4 Train,500,special today if u simple person no baggage no dramap,,https://newyork.craigslist.org/brk/roo/5265131495.html
No Address,"I am moving out and need someone to take over my room until the lease ends. It's $700/month plus utilities. Spacious apartment, laundry in the building, newly renovated, and it's close to the Q and B trains. The F is not far away either!! A female would be preferred as my two roommates are also female. Clean and respectful is a plus! :)",5266625981,Gravesend,700,Looking for someone to finish out my lease,,https://newyork.craigslist.org/brk/roo/5266625981.html
No Address,"AS LONG AS YOU PAY YOUR RENT RESPONSIBLY & ON TIME WHILE YOUR HERE  im free today after 6. .. show contact info   For female who can provide proof u are financially stable enough to pay the weekly rent with no hardships. .  No couples. ..company is fine no kids no 2 females in one room..single occupation only no animals no pets Female only. ....im a guy and I do not feel comfortable with men as roommates..  no alternative type of people. ..regular normal cool smo tolerant or friendly female who is social..id like to have a cool good vibe with my roommate s ...however we will all give each other privacy and space m  I have 2 very comfortable , spacious & furnished rooms.  Perfect for persons with no furniture. both rooms are furnished but if you have your own furniture I can remove my furniture out  125 / 150 but flexible  Both are pretty big with full size bed tv lamp night table mini fridge .nice clean all da basics....minus sheets   Text because im not speaking with anyone unless they are stopping by after 5 when im free   Im located in east flatbush 10 minutes from Utica Avenue Crown Heights train lines  ) AS LONG AS YOU PAY YOUR RENT RESPONSIBLY & ON TIME WHILE YOUR HERE  Hi just letting you know im free today after 6. ..if time permits you. Feel free to call me or text me after6..thanks show contact info . rooms. I ask 1week deposit plus first week. ..I can be negotiable tho. .but only considering person s looking to move immediately ... I'm going to be free anytime after 5 ....da latest 530..ill be home for the night until probably 830 or 9...fyi...im located in east flatbush Brooklyn.I'm on kings highway between avenue d and clarendon road ea  williamsburg, canarsie, mill basin, parkslope, flatbush e flatbush, brooklyn heights, bushwick, bedstuy, east new york, e new york,  b6 b7 b8 b11 b46 b47 b35, b12, b25, b17 buses.  2 train, 3 train, 4 train, 5 train, 6 train, 7 train, A Train, B Train, C Train, DTrain, L Train, Q Train, R Train, N Train, J Train = trains Call me anytime .",5265136948,east flatbush,500,OPEN HOUSE ....IM FREE TODAY AT 530PM UNTIL TONIGHT,,https://newyork.craigslist.org/brk/roo/5265136948.html
No Address,"Utica Avenue Crown Heights Subway Station.   When u text me.. make sure to mention you are contacting me about my ROOM OFFER  Text because im not speaking with anyone unless they are stopping by immediately   I'm 25 year old cool down to  earth  guy who is  drama free. Mind my business.  I don't  mind  ur business. I love music  movies.  I love  creating  my own music  n video s as well...soon plays as well  Please  no older  than me due to the fact  I'd better relate with my peers..also I play my music  and video  games  pretty  loud when I'm relaxing n maxing...lol...  Internet Ready!2 Bthrms!Privat & huge closet..call me to schedule appt (e flatbush)   For female only. ..sorry guys  I have 2 Super Private, Clean, Furnished & All Utils are included  Im am not a broker I do not have any other rooms. Besides the rooms in my home   I love hih hop, .just looking for a cool a$$ roommate to share my easy going relaxed home.  OPEN HOUSE TODAY ...until this weekend. .. FOR PERSONS WHO MAY BE LOOKING TO MOVE RIGHT AWAY.   Im available today after 630  i have 2 big rooms for rent. they are both furnished. all utilities are included.  ..SORRY QUIET SEEKEKRS....  I play my music loud at any given time  Im not living with my parents so please people who need quiet all the time. ..my place is not a good fit for YOU. Please don't call  For the cool  Twenty friendly persons...hit me up...if ur a person that likes to be a loner dis not 4u either  Rent includes all utilities cable and wireless Internet. Close to all.    Female only  Please  no older  than me due to the fact  I'd better relate with my peers..also I play my music  and video  games  pretty  loud when I'm relaxing n maxing...lol...  Please  please  no noise sensitive  people  nor people  who  are  not  xo = friendly. No regular. Smh lol....   Females only 18-25 years old.    This offer is for females only. Both bedrooms are very large furnished with a bed , dresser , t.v. and radio. Un-employed is not a problem  show contact info ...I'm ready when you are. Furnished room for awesome female   1 week deposit to move in....but no deposit is possible if ur cool like that. Please no older than 25 26   125 / 150 & 175 weekly. .I have only considering person s looking to move immediately.  Im a male..I do not want a male as a roommate .   Please don't call me.   For female only. .  Company is fine   Smoking in your room is fine  Come or stay home as u need.   No couples tho..dat includes girl couples. .lol..just to be clear. A couple is a dubb im located in east flatbush Brooklyn on 2 3 4 5 A Train lines   Text because im not speaking with anyone unless they are stopping by after 530   Hi...ill be free tonight til 10tonight..if ur still considering rooms. Just let me know what time between 7 and 10tonight. ..also im free tomorrow..but it'll probably be the same time about. .thank   Im located in east flatbush 10 minutes from Utica Avenue Crown Heights   ALL Utilities included. .no extra cost .   Simply pay me 125$ or 150 per week. .or 250 & 300 bi weekly. .I can be flexible and work with you  im free today after 6. ..if time permits you. Feel free to call me or text me after6..thanks show contact info ..Text because im not speaking with anyone unless they are stopping by after 530..ill be free tonight til 10tonight..  ) AS LONG AS YOU PAY YOUR RENT RESPONSIBLY & ON TIME WHILE YOUR HERE  im free today after 6. .. show contact info   For female who can provide proof u are financially stable enough to pay the weekly rent with no hardships. .  No couples. ..company is fine no kids no 2 females in one room..single occupation only no animals no pets Female only. ....im a guy and I do not feel comfortable with men as roommates..  no alternative type of people. ..regular normal cool smo tolerant or friendly female who is social..id like to have a cool good vibe with my roommate s ...however we will all give each other privacy and space m  I have 2 very comfortable , spacious & furnished rooms.  Perfect for persons with no furniture. both rooms are furnished but if you have your own furniture I can remove my furniture out  125 / 150 but flexible  Both are pretty big with full size bed tv lamp night table mini fridge .nice clean all da basics....minus sheets   Text because im not speaking with anyone unless they are stopping by after 5 when im free   Im located in east flatbush 10 minutes from Utica Avenue Crown Heights train lines  ) AS LONG AS YOU PAY YOUR RENT RESPONSIBLY & ON TIME WHILE YOUR HERE  Hi just letting you know im free today after 6. ..if time permits you. Feel free to call me or text me after6..thanks show contact info . rooms. I ask 1week deposit plus first week. ..I can be negotiable tho. .but only considering person s looking to move immediately ... I'm going to be free anytime after 5 ....da latest 530..ill be home for the night until probably 830 or 9...fyi...im located in east flatbush Brooklyn.I'm on kings highway between avenue d and clarendon road ea  williamsburg, canarsie, mill basin, parkslope, flatbush e flatbush, brooklyn heights, bushwick, bedstuy, east new york, e new york,  b6 b7 b8 b11 b46 b47 b35, b12, b25, b17 buses.  2 train, 3 train, 4 train, 5 train, 6 train, 7 train, A Train, B Train, C Train, DTrain, L Train, Q Train, R Train, N Train, J Train = trains Call me anytime .",5263660368,25mins to Union Square via 4 Train,500,OPEN HOUSE ....IM FREE TODAY AT 530PM UNTIL TONIGHT,,https://newyork.craigslist.org/brk/roo/5263660368.html
No Address,"Utica Avenue Crown Heights Subway Station.   When u text me.. make sure to mention you are contacting me about my ROOM OFFER  Text because im not speaking with anyone unless they are stopping by immediately   I'm 25 year old cool down to  earth  guy who is  drama free. Mind my business.  I don't  mind  ur business. I love music  movies.  I love  creating  my own music  n video s as well...soon plays as well  Please  no older  than me due to the fact  I'd better relate with my peers..also I play my music  and video  games  pretty  loud when I'm relaxing n maxing...lol...  Internet Ready!2 Bthrms!Privat & huge closet..call me to schedule appt (e flatbush)   For female only. ..sorry guys  I have 2 Super Private, Clean, Furnished & All Utils are included  Im am not a broker I do not have any other rooms. Besides the rooms in my home   I love hih hop, .just looking for a cool a$$ roommate to share my easy going relaxed home.  OPEN HOUSE TODAY ...until this weekend. .. FOR PERSONS WHO MAY BE LOOKING TO MOVE RIGHT AWAY.   Im available today after 630  i have 2 big rooms for rent. they are both furnished. all utilities are included.  ..SORRY QUIET SEEKEKRS....  I play my music loud at any given time  Im not living with my parents so please people who need quiet all the time. ..my place is not a good fit for YOU. Please don't call  For the cool  Twenty friendly persons...hit me up...if ur a person that likes to be a loner dis not 4u either  Rent includes all utilities cable and wireless Internet. Close to all.    Female only  Please  no older  than me due to the fact  I'd better relate with my peers..also I play my music  and video  games  pretty  loud when I'm relaxing n maxing...lol...  Please  please  no noise sensitive  people  nor people  who  are  not  xo = friendly. No regular. Smh lol....   Females only 18-25 years old.    This offer is for females only. Both bedrooms are very large furnished with a bed , dresser , t.v. and radio. Un-employed is not a problem  show contact info ...I'm ready when you are. Furnished room for awesome female   1 week deposit to move in....but no deposit is possible if ur cool like that. Please no older than 25 26   125 / 150 & 175 weekly. .I have only considering person s looking to move immediately.  Im a male..I do not want a male as a roommate .   Please don't call me.   For female only. .  Company is fine   Smoking in your room is fine  Come or stay home as u need.   No couples tho..dat includes girl couples. .lol..just to be clear. A couple is a dubb im located in east flatbush Brooklyn on 2 3 4 5 A Train lines   Text because im not speaking with anyone unless they are stopping by after 530   Hi...ill be free tonight til 10tonight..if ur still considering rooms. Just let me know what time between 7 and 10tonight. ..also im free tomorrow..but it'll probably be the same time about. .thank   Im located in east flatbush 10 minutes from Utica Avenue Crown Heights   ALL Utilities included. .no extra cost .   Simply pay me 125$ or 150 per week. .or 250 & 300 bi weekly. .I can be flexible and work with you  im free today after 6. ..if time permits you. Feel free to call me or text me after6..thanks show contact info ..Text because im not speaking with anyone unless they are stopping by after 530..ill be free tonight til 10tonight..  ) AS LONG AS YOU PAY YOUR RENT RESPONSIBLY & ON TIME WHILE YOUR HERE  im free today after 6. .. show contact info   For female who can provide proof u are financially stable enough to pay the weekly rent with no hardships. .  No couples. ..company is fine no kids no 2 females in one room..single occupation only no animals no pets Female only. ....im a guy and I do not feel comfortable with men as roommates..  no alternative type of people. ..regular normal cool smo tolerant or friendly female who is social..id like to have a cool good vibe with my roommate s ...however we will all give each other privacy and space m  I have 2 very comfortable , spacious & furnished rooms.  Perfect for persons with no furniture. both rooms are furnished but if you have your own furniture I can remove my furniture out  125 / 150 but flexible  Both are pretty big with full size bed tv lamp night table mini fridge .nice clean all da basics....minus sheets   Text because im not speaking with anyone unless they are stopping by after 5 when im free   Im located in east flatbush 10 minutes from Utica Avenue Crown Heights train lines  ) AS LONG AS YOU PAY YOUR RENT RESPONSIBLY & ON TIME WHILE YOUR HERE  Hi just letting you know im free today after 6. ..if time permits you. Feel free to call me or text me after6..thanks show contact info . rooms. I ask 1week deposit plus first week. ..I can be negotiable tho. .but only considering person s looking to move immediately ... I'm going to be free anytime after 5 ....da latest 530..ill be home for the night until probably 830 or 9...fyi...im located in east flatbush Brooklyn.I'm on kings highway between avenue d and clarendon road ea  williamsburg, canarsie, mill basin, parkslope, flatbush e flatbush, brooklyn heights, bushwick, bedstuy, east new york, e new york,  b6 b7 b8 b11 b46 b47 b35, b12, b25, b17 buses.  2 train, 3 train, 4 train, 5 train, 6 train, 7 train, A Train, B Train, C Train, DTrain, L Train, Q Train, R Train, N Train, J Train = trains Call me anytime .",5263660160,25mins to Union Square via 4 Train,500,OPEN HOUSE ....IM FREE TODAY AT 530PM UNTIL TONIGHT,,https://newyork.craigslist.org/brk/roo/5263660160.html
No Address,We are a couple with a up start company that is web based. We have spare living space that we would like to offer rent free to a Female. In exchange for your assistance with our website and promotions. If your working or going to school full time this might not be a ideal situation for you. We are not looking for money or sex. we are looking for someone who had plenty of free time and who is in tuned with today's music and social networking. As our company grows we will be hiring. Females only 18-35 years old.,5266607729,Staten island,5,Room & Board,,https://newyork.craigslist.org/brk/roo/5266607729.html
No Address,"If you're looking to get a room of your own look no further.  I have 2 spots available, just 2 blocks from the subway and only 25 minutes from Manhattan, in an luxury building that is BRAND new.  It is nestled on cute section of Bushwick ave. walk from the very convenient L TRAIN (3 min walk) and J train (2 min walk). You also have easy access to the M TRAIN which stops in the Union Square and continues into midtown  This Brand New Apartment Building was gut renovated last year, and is laid out with the following features....  +Stainless steel kitchen +24/7 Gym +2 BATHROOMS +easy access to roof space + A real common area (game room W/T.V) + young professional building   The rooms are great for a full size bed and another small piece of furniture + closet.  We are looking for a friendly roommate who generally keeps pretty busy. We accept young professionals, responsible students, and creatives. You should be laid back, neat, and respectful of space. The MGMT requires PROOF of income & GOOD CREDIT to move but they also accept GUARANTORS.  All people for October 15th & November 1st are welcome!  Send us a message to set up a viewing  NO FEE - 1 yr lease    R E A L P H O T O S (718)/7/1/7-91.8.9",5257207892,Bushwick NEXT 2 L train,775,"Take a ride over, we're looking for an awesome roommie!",,https://newyork.craigslist.org/brk/roo/5257207892.html
No Address,"Internet Ready!2 Bthrms!Privat & huge closet..call me to schedule appt (e flatbush)  For female only. ..sorry guys  I have 2 Super Private, Clean, Furnished & All Utils are included  Im am not a broker I do not have any other rooms. Besides the rooms in my home  I love hih hop, classic, reggae, rock...all kinds of music, watching/playing basketball, traveling/backpacking   For female professional only  Hey...im sorry. .Please text me. .I can't keep up with the calls  For cool female who pays her rent on time. I do not ask for additional money. Im asking 125 per week and the Rent includes all utilities cable and wireless Internet.  I do not want to be looking long so if your a person with a nice personality and i can relate to you .flexibility with the price is not a problem. Price can be negotiable for deserving person  Single room opportunity for 1 female person only  No kids no animals no couples  show contact info  I have 2 very nice large & medium-sized room available in my 2 bedroom apartment. ..ive already furnished it with the basics that you would need...a full size bed, 32 flatscreen tv, lamp, mirror, small recliner chair , small refrigerator.   I also have comforters and sheets if you need. Im looking to find someone as soon as possible as i don't have allot of free time to be home to meet.   Im available today , if ur a person in need of a nice place to stay immediately feel free to call me.   Im a guy and I prefer to have females as roommate. So please no guys",5265318374,Plz no brokers..text or call,500,"room for cool personality female has real good vibes. Must love music,",,https://newyork.craigslist.org/brk/roo/5265318374.html
No Address,"Utica Avenue Crown Heights Subway Station.   When u text me.. make sure to mention you are contacting me about my ROOM OFFER  Text because im not speaking with anyone unless they are stopping by immediately   I'm 25 year old cool down to  earth  guy who is  drama free. Mind my business.  I don't  mind  ur business. I love music  movies.  I love  creating  my own music  n video s as well...soon plays as well  Please  no older  than me due to the fact  I'd better relate with my peers..also I play my music  and video  games  pretty  loud when I'm relaxing n maxing...lol...  Internet Ready!2 Bthrms!Privat & huge closet..call me to schedule appt (e flatbush)   For female only. ..sorry guys  I have 2 Super Private, Clean, Furnished & All Utils are included  Im am not a broker I do not have any other rooms. Besides the rooms in my home   I love hih hop, .just looking for a cool a$$ roommate to share my easy going relaxed home.  OPEN HOUSE TODAY ...until this weekend. .. FOR PERSONS WHO MAY BE LOOKING TO MOVE RIGHT AWAY.   Im available today after 630  i have 2 big rooms for rent. they are both furnished. all utilities are included.  ..SORRY QUIET SEEKEKRS....  I play my music loud at any given time  Im not living with my parents so please people who need quiet all the time. ..my place is not a good fit for YOU. Please don't call  For the cool  Twenty friendly persons...hit me up...if ur a person that likes to be a loner dis not 4u either  Rent includes all utilities cable and wireless Internet. Close to all.    Female only  Please  no older  than me due to the fact  I'd better relate with my peers..also I play my music  and video  games  pretty  loud when I'm relaxing n maxing...lol...  Please  please  no noise sensitive  people  nor people  who  are  not  xo = friendly. No regular. Smh lol....   Females only 18-25 years old.    This offer is for females only. Both bedrooms are very large furnished with a bed , dresser , t.v. and radio. Un-employed is not a problem  show contact info ...I'm ready when you are. Furnished room for awesome female   1 week deposit to move in....but no deposit is possible if ur cool like that. Please no older than 25 26   125 / 150 & 175 weekly. .I have only considering person s looking to move immediately.  Im a male..I do not want a male as a roommate .   Please don't call me.   For female only. .  Company is fine   Smoking in your room is fine  Come or stay home as u need.   No couples tho..dat includes girl couples. .lol..just to be clear. A couple is a dubb im located in east flatbush Brooklyn on 2 3 4 5 A Train lines   Text because im not speaking with anyone unless they are stopping by after 530   Hi...ill be free tonight til 10tonight..if ur still considering rooms. Just let me know what time between 7 and 10tonight. ..also im free tomorrow..but it'll probably be the same time about. .thank   Im located in east flatbush 10 minutes from Utica Avenue Crown Heights   ALL Utilities included. .no extra cost .   Simply pay me 125$ or 150 per week. .or 250 & 300 bi weekly. .I can be flexible and work with you  im free today after 6. ..if time permits you. Feel free to call me or text me after6..thanks show contact info ..Text because im not speaking with anyone unless they are stopping by after 530..ill be free tonight til 10tonight..  ) AS LONG AS YOU PAY YOUR RENT RESPONSIBLY & ON TIME WHILE YOUR HERE  im free today after 6. .. show contact info   For female who can provide proof u are financially stable enough to pay the weekly rent with no hardships. .  No couples. ..company is fine no kids no 2 females in one room..single occupation only no animals no pets Female only. ....im a guy and I do not feel comfortable with men as roommates..  no alternative type of people. ..regular normal cool smo tolerant or friendly female who is social..id like to have a cool good vibe with my roommate s ...however we will all give each other privacy and space m  I have 2 very comfortable , spacious & furnished rooms.  Perfect for persons with no furniture. both rooms are furnished but if you have your own furniture I can remove my furniture out  125 / 150 but flexible  Both are pretty big with full size bed tv lamp night table mini fridge .nice clean all da basics....minus sheets   Text because im not speaking with anyone unless they are stopping by after 5 when im free   Im located in east flatbush 10 minutes from Utica Avenue Crown Heights train lines  ) AS LONG AS YOU PAY YOUR RENT RESPONSIBLY & ON TIME WHILE YOUR HERE  Hi just letting you know im free today after 6. ..if time permits you. Feel free to call me or text me after6..thanks show contact info . rooms. I ask 1week deposit plus first week. ..I can be negotiable tho. .but only considering person s looking to move immediately ... I'm going to be free anytime after 5 ....da latest 530..ill be home for the night until probably 830 or 9...fyi...im located in east flatbush Brooklyn.I'm on kings highway between avenue d and clarendon road ea  williamsburg, canarsie, mill basin, parkslope, flatbush e flatbush, brooklyn heights, bushwick, bedstuy, east new york, e new york,  b6 b7 b8 b11 b46 b47 b35, b12, b25, b17 buses.  2 train, 3 train, 4 train, 5 train, 6 train, 7 train, A Train, B Train, C Train, DTrain, L Train, Q Train, R Train, N Train, J Train = trains Call me anytime .",5265320189,"Smokers welcome, but I would prefer if you did it outside or",500,OPEN HOUSE ....IM FREE TODAY AT 530PM UNTIL TONIGHT,,https://newyork.craigslist.org/brk/roo/5265320189.html
No Address,"Internet Ready!2 Bthrms!Privat & huge closet..call me to schedule appt (e flatbush)  For female only. ..sorry guys  I have 2 Super Private, Clean, Furnished & All Utils are included  Im am not a broker I do not have any other rooms. Besides the rooms in my home  I love hih hop, classic, reggae, rock...all kinds of music, watching/playing basketball, traveling/backpacking   For female professional only  Hey...im sorry. .Please text me. .I can't keep up with the calls  For cool female who pays her rent on time. I do not ask for additional money. Im asking 125 per week and the Rent includes all utilities cable and wireless Internet.  I do not want to be looking long so if your a person with a nice personality and i can relate to you .flexibility with the price is not a problem. Price can be negotiable for deserving person  Single room opportunity for 1 female person only  No kids no animals no couples  show contact info  I have 2 very nice large & medium-sized room available in my 2 bedroom apartment. ..ive already furnished it with the basics that you would need...a full size bed, 32 flatscreen tv, lamp, mirror, small recliner chair , small refrigerator.   I also have comforters and sheets if you need. Im looking to find someone as soon as possible as i don't have allot of free time to be home to meet.   Im available today , if ur a person in need of a nice place to stay immediately feel free to call me.   Im a guy and I prefer to have females as roommate. So please no guys",5265317209,e flatbush,500,special today if u simple person no baggage no dramap,,https://newyork.craigslist.org/brk/roo/5265317209.html
